Year;Club;Profit;League
2023;Arsenal;-168.1;Premier League
2023;Chelsea;-543.69;Premier League
2023;Manchester United;-219.63;Premier League
2023;Liverpool;-56.6;Premier League
2023;Manchester City;7.17;Premier League
2023;Tottenham;-139.15;Premier League
2023;Everton;42.3;Premier League
2023;West Ham;-164.95;Premier League
2023;Newcastle;-171.29;Premier League
2023;Aston Villa;-46.14;Premier League
2023;Fulham;-50.3;Premier League
2023;Nottingham Forest;-190.25;Premier League
2023;Brentford;-47.9;Premier League
2023;Crystal Palace;-41.15;Premier League
2023;Brighton;82.2;Premier League
2023;Wolverhampton;-114.24;Premier League
2023;Bournemouth;-83.1;Premier League
2023;Southampton;-146.61;Premier League
2023;Leicester;33.4;Premier League
2023;Leeds;-36.89;Premier League
2023;Real Madrid;12.15;La Liga
2023;Barcelona;-118.5;La Liga
2023;Atletico Madrid;-9.25;La Liga
2023;Sevilla;61.1;La Liga
2023;Valencia;42.1;La Liga
2023;Athletic Bilbao;0;La Liga
2023;Real Sociedad;27.5;La Liga
2023;Villareal;25.12;La Liga
2023;Real Betis;-10.52;La Liga
2023;Osasuna;-1.75;La Liga
2023;Mallorca;-8.12;La Liga
2023;Girona;-14.25;La Liga
2023;Rayo Vallecano;-11.1;La Liga
2023;Celta de Vigo;-5.15;La Liga
2023;Getafe;4.75;La Liga
2023;Cadiz;-10.5;La Liga
2023;Almeria;-14.88;La Liga
2023;Real Valladolid;-10;La Liga
2023;Espanyol;-5.8;La Liga
2023;Elche;-5.66;La Liga
2023;Inter;-46.95;Serie A
2023;Milan;-44.52;Serie A
2023;Juventus;2.53;Serie A
2023;Torino;22.12;Serie A
2023;Napoli;2.13;Serie A
2023;Lazio;2.45;Serie A
2023;Roma;65.09;Serie A
2023;Atalanta;31.55;Serie A
2023;Fiorentina;11.1;Serie A
2023;Sassuolo;14.56;Serie A
2023;Sampdoria;29.1;Serie A
2023;Udinese;1.3;Serie A
2023;Bologna;8.88;Serie A
2023;Monza;-46.48;Serie A
2023;Empoli;16.51;Serie A
2023;Hellas Verona;-5.68;Serie A
2023;Salernitana;-24.1;Serie A
2023;Spezia;23.32;Serie A
2023;Lecce;-2.03;Serie A
2023;Cremonese;-33.8;Serie A
2023;Paris Saint Germain;-85.7;Ligue 1
2023;Lyon;46.4;Ligue 1
2023;Marseille;-82.93;Ligue 1
2023;Lille;75.5;Ligue 1
2023;Lens;7.65;Ligue 1
2023;Rennes;11;Ligue 1
2023;Monaco;112.7;Ligue 1
2023;Clermont;19.1;Ligue 1
2023;Nice;-35.6;Ligue 1
2023;Lorient;9.25;Ligue 1
2023;Reims;8.55;Ligue 1
2023;Montpellier;0.5;Ligue 1
2023;Toulouse;-3;Ligue 1
2023;Brest;-3.25;Ligue 1
2023;Strasbourg;3.9;Ligue 1
2023;Nantes;-12.45;Ligue 1
2023;Auxerre;-1.25;Ligue 1
2023;Ajaccio;0.3;Ligue 1
2023;Troyes;-14.8;Ligue 1
2023;Angers;31;Ligue 1
2023;Bayern Munchen;-42.4;Bundesliga
2023;Borussia Dortmund;-22.6;Bundesliga
2023;Wolfsburg;-12.05;Bundesliga
2023;Leipzig;16.32;Bundesliga
2023;Union Berlin;6.02;Bundesliga
2023;Freiburg;5.43;Bundesliga
2023;Bayer Leverkusen;-5.6;Bundesliga
2023;Eintrach Frankfurt;-9.4;Bundesliga
2023;Mainz;0.45;Bundesliga
2023;Borussia Mochengladbach;-1;Bundesliga
2023;Koln;6.57;Bundesliga
2023;Hoffenheim;40.8;Bundesliga
2023;Werder Bremen;-1.55;Bundesliga
2023;Bochum;14.27;Bundesliga
2023;Augsburg;-4.6;Bundesliga
2023;Stuttgart;37.61;Bundesliga
2023;Schalke;12.72;Bundesliga
2023;Hertha;15.4;Bundesliga
2022;Arsenal;-136;Premier League
2022;Chelsea;30.94;Premier League
2022;Manchester United;-110.9;Premier League
2022;Liverpool;-57.45;Premier League
2022;Manchester City;-45.1;Premier League
2022;Tottenham;-61.28;Premier League
2022;Everton;6.5;Premier League
2022;West Ham;-70.27;Premier League
2022;Newcastle;-130.5;Premier League
2022;Aston Villa;-2.8;Premier League
2022;Norwich City;-25.15;Premier League
2022;Burnley;-8.9;Premier League
2022;Brentford;-37.2;Premier League
2022;Crystal Palace;-85.62;Premier League
2022;Brighton;3.8;Premier League
2022;Wolverhampton;-5.8;Premier League
2022;Watford;-30.65;Premier League
2022;Leicester;-63.6;Premier League
2022;Southampton;-3.05;Premier League
2022;Leeds;-61.05;Premier League
2022;Real Madrid;47;La Liga
2022;Barcelona;1.26;La Liga
2022;Atletico Madrid;-62.95;La Liga
2022;Sevilla;-13;La Liga
2022;Valencia;-10.65;La Liga
2022;Athletic Bilbao;0;La Liga
2022;Real Betis;10.75;La Liga
2022;Real Sociedad;-2.5;La Liga
2022;Villareal;-44.16;La Liga
2022;Osasuna;-8.7;La Liga
2022;Celta de Vigo;-8.22;La Liga
2022;Rayo Vallecano;-2.1;La Liga
2022;Elche;-6.1;La Liga
2022;Espanyol;-6;La Liga
2022;Getafe;5.84;La Liga
2022;Mallorca;-1;La Liga
2022;Cadiz;-6.1;La Liga
2022;Granada;-14.45;La Liga
2022;Levante;-0.875;La Liga
2022;Alaves;1.9;La Liga
2022;Inter;162.5;Serie A
2022;Milan;-87.99;Serie A
2022;Juventus;-70.05;Serie A
2022;Torino;3.35;Serie A
2022;Napoli;-20.1;Serie A
2022;Lazio;-4.9;Serie A
2022;Atalanta;-16.21;Serie A
2022;Roma;-110.42;Serie A
2022;Fiorentina;46.15;Serie A
2022;Sassuolo;-14.33;Serie A
2022;Bologna;-7.31;Serie A
2022;Hellas Verona;-4.76;Serie A
2022;Udinese;70.23;Serie A
2022;Cagliari;-7.83;Serie A
2022;Sampdoria;-5.65;Serie A
2022;Empoli;17.7;Serie A
2022;Genoa;-20.49;Serie A
2022;Venezia;-20.19;Serie A
2022;Spezia;-25.58;Serie A
2022;Salernitana;-14.35;Serie A
2022;Paris Saint Germain;-80;Ligue 1
2022;Lyon;72.68;Ligue 1
2022;Marseille;-46.12;Ligue 1
2022;Lille;51.25;Ligue 1
2022;Monaco;-10.86;Ligue 1
2022;Rennes;-36.1;Ligue 1
2022;Nice;-28.95;Ligue 1
2022;Strasbourg;11.5;Ligue 1
2022;Lens;-2.6;Ligue 1
2022;Nantes;8.3;Ligue 1
2022;Brest;18.95;Ligue 1
2022;Reims;-0.95;Ligue 1
2022;Montpellier;24.8;Ligue 1
2022;Angers;16.23;Ligue 1
2022;Troyes;-21.8;Ligue 1
2022;Lorient;-0.5;Ligue 1
2022;Clermont;0;Ligue 1
2022;Saint Etienne;-0.6;Ligue 1
2022;Metz ;21;Ligue 1
2022;Bordeaux;8.8;Ligue 1
2022;Bayern Munchen;-55.2;Bundesliga
2022;Borussia Dortmund;64.5;Bundesliga
2022;Wolfsburg;-60.48;Bundesliga
2022;Bayer Leverkusen;-12.25;Bundesliga
2022;Leipzig;-12.12;Bundesliga
2022;Union Berlin;-0.55;Bundesliga
2022;Freiburg;5.05;Bundesliga
2022;Koln;22.9;Bundesliga
2022;Mainz;10.15;Bundesliga
2022;Hoffenheim;0.85;Bundesliga
2022;Borussia Mochengladbach;-6.02;Bundesliga
2022;Eintrach Frankfurt;14.95;Bundesliga
2022;Greuther Furth;3.15;Bundesliga
2022;Bochum;0.35;Bundesliga
2022;Augsburg;-11.26;Bundesliga
2022;Stuttgart;26.07;Bundesliga
2022;Hertha;30.1;Bundesliga
2022;Arminia Bielefeld;-8.94;Bundesliga
2021;Arsenal;-67;Premier League
2021;Chelsea;-190.05;Premier League
2021;Manchester United;-64.3;Premier League
2021;Liverpool;-66.85;Premier League
2021;Manchester City;-109.4;Premier League
2021;Tottenham;-97.2;Premier League
2021;Everton;-69.95;Premier League
2021;Leicester;-5.63;Premier League
2021;West Ham;-9.29;Premier League
2021;Leeds;-127.8;Premier League
2021;Aston Villa;-98.58;Premier League
2021;Newcastle;-38.73;Premier League
2021;Wolverhampton;-8.39;Premier League
2021;Crystal Palace;-2.4;Premier League
2021;Southampton;-11;Premier League
2021;Brighton;-29.5;Premier League
2021;Burnley;1.2;Premier League
2021;Fulham;-37.25;Premier League
2021;West Bromwich Albion;-34.04;Premier League
2021;Sheffield United;-62.7;Premier League
2021;Real Madrid;108.2;La Liga
2021;Barcelona;42.46;La Liga
2021;Atletico Madrid;-8.7;La Liga
2021;Sevilla;-54.67;La Liga
2021;Valencia;88.8;La Liga
2021;Athletic Bilbao;-12;La Liga
2021;Real Sociedad;18.25;La Liga
2021;Real Betis;43.7;La Liga
2021;Villareal;-9.85;La Liga
2021;Celta de Vigo;-0.5;La Liga
2021;Granada;-20.5;La Liga
2021;Osasuna;-5.7;La Liga
2021;Cadiz;-10.1;La Liga
2021;Levante;-3;La Liga
2021;Getafe;-12.3;La Liga
2021;Alaves;4.88;La Liga
2021;Elche;1.2;La Liga
2021;Huesca;-4.65;La Liga
2021;Real Valladolid;2.25;La Liga
2021;Eibar;-1.85;La Liga
2021;Inter;-43.55;Serie A
2021;Milan;20.17;Serie A
2021;Juventus;-52.05;Serie A
2021;Torino;-19.7;Serie A
2021;Napoli;45.81;Serie A
2021;Lazio;-34.85;Serie A
2021;Atalanta;13.37;Serie A
2021;Roma;-23.1;Serie A
2021;Fiorentina;4.59;Serie A
2021;Sassuolo;32.7;Serie A
2021;Cagliari;8.48;Serie A
2021;Udinese;10.05;Serie A
2021;Hellas Verona;-13.55;Serie A
2021;Bologna;1.85;Serie A
2021;Parma;-100.33;Serie A
2021;Sampdoria;-5.65;Serie A
2021;Genoa;2.61;Serie A
2021;Spezia;-3.18;Serie A
2021;Crotone;-5.49;Serie A
2021;Benevento;-10.6;Serie A
2021;Paris Saint Germain;-61.6;Ligue 1
2021;Lyon;13.56;Ligue 1
2021;Marseille;14.63;Ligue 1
2021;Lille;63.75;Ligue 1
2021;Monaco;-39.17;Ligue 1
2021;Rennes;-15.14;Ligue 1
2021;Lens;-19;Ligue 1
2021;Montpellier;-13.1;Ligue 1
2021;Nice;-8.72;Ligue 1
2021;Metz ;-4.7;Ligue 1
2021;Saint Etienne;37.9;Ligue 1
2021;Bordeaux;17;Ligue 1
2021;Angers;-0.55;Ligue 1
2021;Reims;5.8;Ligue 1
2021;Strasbourg;-11.5;Ligue 1
2021;Lorient;-20;Ligue 1
2021;Brest;-4.1;Ligue 1
2021;Nantes;-3;Ligue 1
2021;Nimes;-8.75;Ligue 1
2021;Dijon;1.2;Ligue 1
2021;Bayern Munchen;-44;Bundesliga
2021;Borussia Dortmund;-49.65;Bundesliga
2021;Wolfsburg;-10.9;Bundesliga
2021;Leipzig;5.5;Bundesliga
2021;Eintrach Frankfurt;6.95;Bundesliga
2021;Bayer Leverkusen;44.8;Bundesliga
2021;Union Berlin;5.22;Bundesliga
2021;Borussia Mochengladbach;-13.5;Bundesliga
2021;Stuttgart;-7.45;Bundesliga
2021;Freiburg;23.6;Bundesliga
2021;Hoffenheim;13.75;Bundesliga
2021;Mainz;11.7;Bundesliga
2021;Augsburg;0.4;Bundesliga
2021;Hertha;-20.8;Bundesliga
2021;Arminia Bielefeld;-0.4;Bundesliga
2021;Koln;-3.5;Bundesliga
2021;Werder Bremen;0.7;Bundesliga
2021;Schalke;6;Bundesliga
2020;Arsenal;-107;Premier League
2020;Chelsea;112.27;Premier League
2020;Manchester United;-155.62;Premier League
2020;Liverpool;37.6;Premier League
2020;Manchester City;-98.82;Premier League
2020;Tottenham;-86;Premier League
2020;Everton;-33.2;Premier League
2020;Leicester;-15.8;Premier League
2020;Wolverhampton;-92.6;Premier League
2020;Sheffield United;-72.15;Premier League
2020;Burnley;-10.3;Premier League
2020;Southampton;-34.2;Premier League
2020;Newcastle;-37.26;Premier League
2020;Crystal Palace;47.78;Premier League
2020;Brighton;-53.24;Premier League
2020;West Ham;-64.32;Premier League
2020;Aston Villa;-156.5;Premier League
2020;Bournemouth;-20.29;Premier League
2020;Watford;-30.6;Premier League
2020;Norwich City;-6.62;Premier League
2020;Real Madrid;-218.7;La Liga
2020;Barcelona;-144.1;La Liga
2020;Atletico Madrid;68.95;La Liga
2020;Sevilla;-57.28;La Liga
2020;Valencia;-18.7;La Liga
2020;Athletic Bilbao;0;La Liga
2020;Villareal;25.5;La Liga
2020;Real Sociedad;-22.25;La Liga
2020;Granada;-10.94;La Liga
2020;Getafe;-10.25;La Liga
2020;Mallorca;-7.5;La Liga
2020;Osasuna;-14.15;La Liga
2020;Levante;0.3;La Liga
2020;Real Valladolid;6.6;La Liga
2020;Eibar;9.7;La Liga
2020;Real Betis;-24.45;La Liga
2020;Alaves;10.73;La Liga
2020;Celta de Vigo;16.05;La Liga
2020;Leganes;24.37;La Liga
2020;Espanyol;-0.5;La Liga
2020;Inter;-124.98;Serie A
2020;Milan;-64.85;Serie A
2020;Juventus;-27.36;Serie A
2020;Torino;-4.4;Serie A
2020;Napoli;-157.8;Serie A
2020;Lazio;-14.6;Serie A
2020;Roma;-11.03;Serie A
2020;Fiorentina;-41.22;Serie A
2020;Atalanta;45.04;Serie A
2020;Sassuolo;-14.66;Serie A
2020;Cagliari;-21.24;Serie A
2020;Genoa;15.98;Serie A
2020;Sampdoria;9.34;Serie A
2020;Bologna;-40.86;Serie A
2020;Parma;-5.15;Serie A
2020;Udinese;46.42;Serie A
2020;Hellas Verona;22.48;Serie A
2020;Brescia;-18.55;Serie A
2020;SPAL;13.55;Serie A
2020;Lecce;-5.75;Serie A
2020;Paris Saint Germain;17.4;Ligue 1
2020;Lyon;34.32;Ligue 1
2020;Marseille;0.25;Ligue 1
2020;Lille;51.6;Ligue 1
2020;Rennes;-3.6;Ligue 1
2020;Reims;4.9;Ligue 1
2020;Nice;-29.09;Ligue 1
2020;Montpellier;19.7;Ligue 1
2020;Monaco;-116.25;Ligue 1
2020;Strasbourg;10.5;Ligue 1
2020;Angers;23.6;Ligue 1
2020;Bordeaux;45.25;Ligue 1
2020;Nantes;19.75;Ligue 1
2020;Brest;-7;Ligue 1
2020;Dijon;14.04;Ligue 1
2020;Saint Etienne;32.4;Ligue 1
2020;Nimes;10.65;Ligue 1
2020;Amiens;-12.72;Ligue 1
2020;Toulouse;3.15;Ligue 1
2020;Metz ;-11.75;Ligue 1
2020;Bayern Munchen;-85.5;Bundesliga
2020;Borussia Dortmund;-16.25;Bundesliga
2020;Wolfsburg;-20.5;Bundesliga
2020;Leipzig;-47.75;Bundesliga
2020;Borussia Mochengladbach;-6.4;Bundesliga
2020;Bayer Leverkusen;-64.7;Bundesliga
2020;Hoffenheim;65.55;Bundesliga
2020;Freiburg;-9.4;Bundesliga
2020;Eintrach Frankfurt;32.17;Bundesliga
2020;Hertha;-87.26;Bundesliga
2020;Union Berlin;-8.8;Bundesliga
2020;Schalke;-10.05;Bundesliga
2020;Mainz;-3.7;Bundesliga
2020;Koln;-13.4;Bundesliga
2020;Augsburg;-13;Bundesliga
2020;Werder Bremen;-13.95;Bundesliga
2020;Fortuna Dusseldorf;0.45;Bundesliga
2020;Paderborn;5.05;Bundesliga
2019;Arsenal;-71;Premier League
2019;Chelsea;-125.55;Premier League
2019;Manchester United;-52.15;Premier League
2019;Liverpool;-140.88;Premier League
2019;Manchester City;-20.99;Premier League
2019;Tottenham;5.35;Premier League
2019;Everton;-71.15;Premier League
2019;Wolverhampton;-89.45;Premier League
2019;Leicester;-18.8;Premier League
2019;West Ham;-87.14;Premier League
2019;Watford;21.74;Premier League
2019;Crystal Palace;-11.5;Premier League
2019;Newcastle;-8.7;Premier League
2019;Bournemouth;-71.4;Premier League
2019;Burnley;-25;Premier League
2019;Southampton;-36.15;Premier League
2019;Brighton;-73.5;Premier League
2019;Cardiff City;-51.2;Premier League
2019;Fulham;-111.15;Premier League
2019;Huddersfield;-38.27;Premier League
2019;Real Madrid;-28.65;La Liga
2019;Barcelona;4.95;La Liga
2019;Atletico Madrid;110.1;La Liga
2019;Sevilla;12.75;La Liga
2019;Valencia;-60.4;La Liga
2019;Athletic Bilbao;47.1;La Liga
2019;Getafe;-22.5;La Liga
2019;Espanyol;8.7;La Liga
2019;Real Sociedad;20.8;La Liga
2019;Real Betis;2.3;La Liga
2019;Alaves;-1;La Liga
2019;Eibar;-0.25;La Liga
2019;Leganes;5.7;La Liga
2019;Villareal;-38.1;La Liga
2019;Levante;14.8;La Liga
2019;Real Valladolid;-10.1;La Liga
2019;Celta de Vigo;5.7;La Liga
2019;Girona;-6.9;La Liga
2019;Huesca;-8.9;La Liga
2019;Rayo Vallecano;0.7;La Liga
2019;Inter;-6.43;Serie A
2019;Milan;-106.54;Serie A
2019;Juventus;-150.66;Serie A
2019;Torino;-35.95;Serie A
2019;Napoli;29.8;Serie A
2019;Lazio;-12.68;Serie A
2019;Roma;-15.88;Serie A
2019;Atalanta;-35.74;Serie A
2019;Fiorentina;-17.38;Serie A
2019;Sassuolo;-3.59;Serie A
2019;Sampdoria;33.42;Serie A
2019;Udinese;-39.37;Serie A
2019;Genoa;25.29;Serie A
2019;Cagliari;-14.65;Serie A
2019;Bologna;13.78;Serie A
2019;Empoli;5.6;Serie A
2019;SPAL;-20.05;Serie A
2019;Parma;-19.81;Serie A
2019;Chievo Verona;8.15;Serie A
2019;Frosinone;-8.76;Serie A
2019;Paris Saint Germain;-148;Ligue 1
2019;Lyon;43.65;Ligue 1
2019;Marseille;-33.15;Ligue 1
2019;Lille;40.6;Ligue 1
2019;Saint Etienne;3.7;Ligue 1
2019;Montpellier;15.35;Ligue 1
2019;Nice;33.7;Ligue 1
2019;Reims;-4.5;Ligue 1
2019;Nimes;-3.15;Ligue 1
2019;Rennes;0.5;Ligue 1
2019;Strasbourg;-1.75;Ligue 1
2019;Nantes;7.85;Ligue 1
2019;Angers;16.55;Ligue 1
2019;Bordeaux;2.925;Ligue 1
2019;Amiens;2.51;Ligue 1
2019;Toulouse;17.05;Ligue 1
2019;Monaco;221.4;Ligue 1
2019;Dijon;-5.2;Ligue 1
2019;Caen;4.55;Ligue 1
2019;Guingamp;0.5;Ligue 1
2019;Bayern Munchen;70;Bundesliga
2019;Borussia Dortmund;23.7;Bundesliga
2019;Wolfsburg;-35.2;Bundesliga
2019;Leipzig;7.12;Bundesliga
2019;Bayer Leverkusen;13.5;Bundesliga
2019;Borussia Mochengladbach;0.4;Bundesliga
2019;Eintrach Frankfurt;-10.05;Bundesliga
2019;Werder Bremen;1.05;Bundesliga
2019;Hoffenheim;-25.88;Bundesliga
2019;Fortuna Dusseldorf;-6.9;Bundesliga
2019;Hertha;0.9;Bundesliga
2019;Mainz;26.1;Bundesliga
2019;Freiburg;4.28;Bundesliga
2019;Schalke;-16.05;Bundesliga
2019;Augsburg;-3.8;Bundesliga
2019;Stuttgart;-32.51;Bundesliga
2019;Hannover;-4.98;Bundesliga
2019;Nurnberg;-4.85;Bundesliga
2018;Arsenal;9.15;Premier League
2018;Chelsea;-65.9;Premier League
2018;Manchester United;-152.9;Premier League
2018;Liverpool;10.85;Premier League
2018;Manchester City;-226.15;Premier League
2018;Tottenham;-17.2;Premier League
2018;Everton;-76.82;Premier League
2018;Burnley;14.26;Premier League
2018;Leicester;-33.75;Premier League
2018;Newcastle;-25.28;Premier League
2018;Crystal Palace;-52.95;Premier League
2018;Bournemouth;-34.3;Premier League
2018;West Ham;12.22;Premier League
2018;Watford;-54.66;Premier League
2018;Brighton;-66.1;Premier League
2018;Huddersfield;-50.3;Premier League
2018;Southampton;37.1;Premier League
2018;Swansea City;7.72;Premier League
2018;Stoke City;-22.56;Premier League
2018;West Ham;12.22;Premier League
2018;Real Madrid;92;La Liga
2018;Barcelona;-142.6;La Liga
2018;Atletico Madrid;8.4;La Liga
2018;Sevilla;3.55;La Liga
2018;Valencia;-38.45;La Liga
2018;Athletic Bilbao;33;La Liga
2018;Villareal;21.9;La Liga
2018;Real Betis;-11.43;La Liga
2018;Getafe;-11.3;La Liga
2018;Eibar;-0.25;La Liga
2018;Girona;-8.75;La Liga
2018;Espanyol;-6.55;La Liga
2018;Real Sociedad;27.5;La Liga
2018;Celta de Vigo;-13.6;La Liga
2018;Alaves;-4.83;La Liga
2018;Levante;3.85;La Liga
2018;Leganes;-6.42;La Liga
2018;Deportivo La Coruna;-4;La Liga
2018;Las Palmas;25.35;La Liga
2018;Malaga;22.9;La Liga
2018;Inter;-58.39;Serie A
2018;Milan;-146.78;Serie A
2018;Juventus;-31.95;Serie A
2018;Torino;53.42;Serie A
2018;Napoli;-50.55;Serie A
2018;Lazio;45.67;Serie A
2018;Roma;66.8;Serie A
2018;Fiorentina;14.08;Serie A
2018;Atalanta;11.45;Serie A
2018;Sampdoria;20.46;Serie A
2018;Genoa;32.55;Serie A
2018;Sassuolo;-19.45;Serie A
2018;Udinese;-4.89;Serie A
2018;Bologna;-13;Serie A
2018;Cagliari;-11.22;Serie A
2018;SPAL;-8.16;Serie A
2018;Benevento;-19.5;Serie A
2018;Hellas Verona;5;Serie A
2018;Chievo Verona;14.72;Serie A
2018;Crotone;-3;Serie A
2018;Paris Saint Germain;-139.6;Ligue 1
2018;Lyon;61.5;Ligue 1
2018;Marseille;-59.25;Ligue 1
2018;Lille;-45.4;Ligue 1
2018;Monaco;77.1;Ligue 1
2018;Rennes;-38.1;Ligue 1
2018;Bordeaux;-4.35;Ligue 1
2018;Saint Etienne;-3.8;Ligue 1
2018;Nice;1.2;Ligue 1
2018;Nantes;-1.3;Ligue 1
2018;Montpellier;15.1;Ligue 1
2018;Dijon;9.5;Ligue 1
2018;Guingamp;4.58;Ligue 1
2018;Amiens;1.37;Ligue 1
2018;Angers;13.6;Ligue 1
2018;Strasbourg;-3.4;Ligue 1
2018;Caen;-0.95;Ligue 1
2018;Toulouse;9.5;Ligue 1
2018;Troyes;0;Ligue 1
2018;Metz ;19.25;Ligue 1
2018;Bayern Munchen;-84.25;Bundesliga
2018;Borussia Dortmund;148.36;Bundesliga
2018;Wolfsburg;-36.75;Bundesliga
2018;Schalke;-42.2;Bundesliga
2018;Hoffenheim;31.05;Bundesliga
2018;Bayer Leverkusen;40.1;Bundesliga
2018;Leipzig;-38.96;Bundesliga
2018;Stuttgart;-23.3;Bundesliga
2018;Eintrach Frankfurt;-14.29;Bundesliga
2018;Borussia Mochengladbach;-6.17;Bundesliga
2018;Hertha;4;Bundesliga
2018;Werder Bremen;-9.7;Bundesliga
2018;Augsburg;0.35;Bundesliga
2018;Hannover;-18.75;Bundesliga
2018;Mainz;8.3;Bundesliga
2018;Freiburg;8.15;Bundesliga
2018;Hamburger;-13.45;Bundesliga
2018;Koln;-32.55;Bundesliga
2017;Arsenal;-102.65;Premier League
2017;Chelsea;-23.9;Premier League
2017;Manchester United;-137.75;Premier League
2017;Liverpool;5.48;Premier League
2017;Manchester City;-180.9;Premier League
2017;Tottenham;-31.2;Premier League
2017;Everton;-25.2;Premier League
2017;Southampton;16.15;Premier League
2017;Bournemouth;-17;Premier League
2017;West Bromwich Albion;-10.93;Premier League
2017;West Ham;-42.5;Premier League
2017;Leicester;-26.05;Premier League
2017;Stoke City;-38.37;Premier League
2017;Crystal Palace;-51;Premier League
2017;Swansea City;-8.8;Premier League
2017;Burnley;-44.4;Premier League
2017;Watford;-12.35;Premier League
2017;Hull City;-11.1;Premier League
2017;Middlesbrough;-34.45;Premier League
2017;Sunderland;-18.13;Premier League
2017;Real Madrid;7.5;La Liga
2017;Barcelona;-90.95;La Liga
2017;Atletico Madrid;-34.8;La Liga
2017;Sevilla;11.75;La Liga
2017;Valencia;85.9;La Liga
2017;Athletic Bilbao;0;La Liga
2017;Villareal;11.3;La Liga
2017;Real Sociedad;-7;La Liga
2017;Espanyol;-12.4;La Liga
2017;Alaves;-6.33;La Liga
2017;Eibar;-3.6;La Liga
2017;Malaga;-13.04;La Liga
2017;Celta de Vigo;11.4;La Liga
2017;Las Palmas;-2.7;La Liga
2017;Real Betis;-12.9;La Liga
2017;Deportivo La Coruna;13;La Liga
2017;Leganes;-5.25;La Liga
2017;Sporting Gijon;-1;La Liga
2017;Osasuna;1.55;La Liga
2017;Granada;20.03;La Liga
2017;Inter;-146.13;Serie A
2017;Milan;-4.41;Serie A
2017;Juventus;-25.3;Serie A
2017;Torino;-2.35;Serie A
2017;Napoli;17.72;Serie A
2017;Lazio;-4;Serie A
2017;Roma;-27.07;Serie A
2017;Fiorentina;15.32;Serie A
2017;Atalanta;25.39;Serie A
2017;Sassuolo;0.292;Serie A
2017;Sampdoria;41.05;Serie A
2017;Genoa;23.1;Serie A
2017;Udinese;5.73;Serie A
2017;Bologna;-14.32;Serie A
2017;Cagliari;1.9;Serie A
2017;Empoli;8;Serie A
2017;Pescara;7.98;Serie A
2017;Chievo Verona;-6.29;Serie A
2017;Palermo;20.78;Serie A
2017;Crotone;1.8;Serie A
2017;Paris Saint Germain;-74.7;Ligue 1
2017;Lyon;-1.3;Ligue 1
2017;Marseille;28.49;Ligue 1
2017;Lille;26.3;Ligue 1
2017;Monaco;-32.05;Ligue 1
2017;Nice;0.55;Ligue 1
2017;Bordeaux;-9.25;Ligue 1
2017;Nantes;-2.36;Ligue 1
2017;Saint Etienne;-4.75;Ligue 1
2017;Rennes;53.03;Ligue 1
2017;Guingamp;2.5;Ligue 1
2017;Angers;-0.8;Ligue 1
2017;Toulouse;-3;Ligue 1
2017;Metz ;0.375;Ligue 1
2017;Montpellier;13;Ligue 1
2017;Dijon;-1.9;Ligue 1
2017;Caen;6.75;Ligue 1
2017;Lorient;23.55;Ligue 1
2017;Nancy;8.6;Ligue 1
2017;Bastia;6.75;Ligue 1
2017;Bayern Munchen;-17.7;Bundesliga
2017;Borussia Dortmund;-30.1;Bundesliga
2017;Wolfsburg;13.4;Bundesliga
2017;Leipzig;-95.85;Bundesliga
2017;Hoffenheim;9.56;Bundesliga
2017;Koln;10.65;Bundesliga
2017;Hertha;-1.7;Bundesliga
2017;Freiburg;-11.63;Bundesliga
2017;Werder Bremen;3.5;Bundesliga
2017;Borussia Mochengladbach;3.85;Bundesliga
2017;Schalke;18;Bundesliga
2017;Eintrach Frankfurt;8.25;Bundesliga
2017;Bayer Leverkusen;-39.6;Bundesliga
2017;Augsburg;-8.65;Bundesliga
2017;Hamburger;-35.2;Bundesliga
2017;Mainz;-3.51;Bundesliga
2017;Ingolstadt;-3.4;Bundesliga
2017;Darmstadt;1.1;Bundesliga
2016;Arsenal;-24;Premier League
2016;Chelsea;-9.01;Premier League
2016;Manchester United;-55.33;Premier League
2016;Liverpool;-35.95;Premier League
2016;Manchester City;-141.03;Premier League
2016;Tottenham;16.25;Premier League
2016;Everton;-37.2;Premier League
2016;Southampton;-7.4;Premier League
